strategy,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,win_rate_vs_lump
DCA_10y,115.68483279006657,129.80063032480965,-24.32690809650938,308.7950799053639,7.111234536485099,25.728473537383806,56.647756286219916,32.01970443349754
DCA_3y,205.47893206616376,249.21649187116049,-38.33153440026652,583.1627186950305,9.868605268067514,37.631218763116834,61.09672027448999,34.48275862068966
DCA_5y,178.42197201387654,216.0226167771214,-26.039784488500516,497.5874735002983,9.206793397019567,34.38724963757814,61.09672027448997,36.94581280788177
DCA_7y,151.77344045372385,177.9974467558421,-27.751554432312318,410.0449638255619,8.40021363467781,31.159285967567843,61.096720274490025,39.90147783251231
Hybrid25pct_10y,148.46958419943977,150.31172380205962,-32.389634779989784,444.8887059796382,8.189926601430063,29.19911254902241,57.673508961228,32.01970443349754
Hybrid25pct_3y,215.81515865651278,234.39495033923575,-37.40425638777306,650.6644350718884,10.052604634791196,38.45789567228187,64.2114728116686,34.48275862068966
Hybrid25pct_5y,195.5224386172973,220.29814591094788,-32.166898509221596,586.4830011758386,9.599999740600914,35.83367762337736,61.09672027448997,36.94581280788177
Hybrid25pct_7y,175.5360399471828,189.0041017091445,-35.65316200343156,520.8261189197868,9.043053398535909,33.28940266553392,61.09672027449,39.90147783251231
LumpSum,246.82383842755942,145.06692378901062,-59.35798471678946,853.16958420246,10.327708701433444,43.204871827099225,72.99541718217837,0.0
