strategy,start_date,end_date,final_value,return_pct,cagr_pct,max_drawdown_pct,lump_final,beats_lump
DCA_7y,2000-02,2010-02,5609708.6956948945,-43.90291304305105,-5.616944905915067,69.78668435420094,2335470.735559447,True
Hybrid25pct_7y,2000-02,2010-02,4791149.205661036,-52.08850794338964,-7.093955645667549,70.21287161226974,2335470.735559447,True
DCA_10y,2000-02,2010-02,6682295.779641728,-33.177042203582715,-3.951061511527587,59.91115548363801,2335470.735559447,True
Hybrid25pct_10y,2000-02,2010-02,5595589.51862116,-44.0441048137884,-5.640727296109194,63.05521601584334,2335470.735559447,True
LumpSum,2000-03,2010-03,2817188.1154548656,-71.82811884545134,-11.898848500988334,85.21565544897548,2817188.1154548656,False
DCA_3y,2000-03,2010-03,5767757.616719892,-42.32242383280108,-5.354340858330908,70.38922698199453,2817188.1154548656,True
Hybrid25pct_3y,2000-03,2010-03,5030115.241403644,-49.698847585963556,-6.640655555103992,72.8235417617044,2817188.1154548656,True
DCA_5y,2000-03,2010-03,6390751.565818372,-36.09248434181628,-4.378578958489143,70.3892269819945,2817188.1154548656,True
Hybrid25pct_5y,2000-03,2010-03,5497360.703227496,-45.02639296772504,-5.807695298274506,70.38922698199448,2817188.1154548656,True
DCA_7y,2000-03,2010-03,6425467.229707023,-35.745327702929764,-4.326762293509057,69.75191419869667,2817188.1154548656,True
Hybrid25pct_7y,2000-03,2010-03,5523397.451143987,-44.76602548856013,-5.76317848166984,70.1440787031241,2817188.1154548656,True
DCA_10y,2000-03,2010-03,7677950.416467944,-23.220495835320555,-2.6077206008635057,59.423799284868096,2817188.1154548656,True
Hybrid25pct_10y,2000-03,2010-03,6462759.841214676,-35.37240158785324,-4.271379230870631,62.69474159901052,2817188.1154548656,True
LumpSum,2000-04,2010-04,2785802.699407734,-72.14197300592267,-11.99749481233442,85.21565544897547,2785802.699407734,False
DCA_3y,2000-04,2010-04,6136650.083999507,-38.633499160004924,-4.765756559760703,70.38922698199453,2785802.699407734,True
Hybrid25pct_3y,2000-04,2010-04,5298938.237851573,-47.010617621484265,-6.153325942178089,71.87836429347566,2785802.699407734,True
DCA_5y,2000-04,2010-04,6661415.514232478,-33.38584485767522,-3.98111634601237,70.3892269819945,2785802.699407734,True
Hybrid25pct_5y,2000-04,2010-04,5692512.310526292,-43.07487689473708,-5.478545087432451,70.3892269819945,2785802.699407734,True
DCA_7y,2000-04,2010-04,6655901.281337504,-33.44098718662496,-3.989067626322962,69.70880499403121,2785802.699407734,True
Hybrid25pct_7y,2000-04,2010-04,5688376.635855065,-43.116233641449355,-5.485414424286084,69.81160218619986,2785802.699407734,True
DCA_10y,2000-04,2010-04,7964653.742560368,-20.353462574396318,-2.2500171230849797,58.93764139277727,2785802.699407734,True
Hybrid25pct_10y,2000-04,2010-04,6669940.981772212,-33.30059018227788,-3.968834649995545,61.92603469132574,2785802.699407734,True
LumpSum,2000-05,2010-05,3018083.923382086,-69.81916076617914,-11.28988725718334,84.77357025119971,3018083.923382086,False
DCA_3y,2000-05,2010-05,5797221.97347034,-42.0277802652966,-5.306102293306414,70.38922698199453,3018083.923382086,True
Hybrid25pct_3y,2000-05,2010-05,5102437.460948286,-48.97562539051714,-6.507285581935484,71.7323347061937,3018083.923382086,True
DCA_5y,2000-05,2010-05,6213935.109003306,-37.86064890996693,-4.64649282300914,70.38922698199448,3018083.923382086,True
Hybrid25pct_5y,2000-05,2010-05,5414972.312598001,-45.85027687401999,-5.949821523377208,70.3892269819945,3018083.923382086,True
DCA_7y,2000-05,2010-05,6152706.997982044,-38.47293002017956,-4.740867239199464,69.68974517227167,3018083.923382086,True
Hybrid25pct_7y,2000-05,2010-05,5369051.229332059,-46.309487706679406,-6.029885769794152,70.15520178782397,3018083.923382086,True
DCA_10y,2000-05,2010-05,7375722.312743409,-26.24277687256591,-2.99805202649851,58.45677038045971,3018083.923382086,True
