initial_invest_ratio,amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.5, 0.7)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.3, 0.3)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.7, 0.7)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.3, 0.5)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.3, 0.7)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.5, 0.3)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.5, 0.5)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.7, 0.3)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.3, 0.7, 0.5)",295.4399836658492,226.43599616917442,-45.47905685861065,896.1725237204581,11.529833099832869,41.47874065820377,63.56067290463956,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.7, 0.7)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.3, 0.3)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.5, 0.3)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.5, 0.7)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.5, 0.5)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.7, 0.3)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.7, 0.5)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.3, 0.5)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.3, 0.5, 0.3, 0.7)",291.64881873116155,226.08776660472617,-43.563472206084995,878.1686579325033,11.530368284982709,41.156149773477914,62.77796369027572,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.5, 0.3, 0.3, 0.3)",291.405874237694,226.06443237974432,-43.61369213403542,878.1686579325032,11.52974212484456,41.162063273500955,62.97345464541675,0.0,4.246305418719212
0.4,"(200, 200, 200, 200, 200)","(0.3, 0.5, 0.3, 0.5, 0.5)",291.405874237694,226.06443237974432,-43.61369213403542,878.1686579325032,11.52974212484456,41.162063273500955,62.97345464541675,0.0,4.246305418719212
