Date	Close
1999-07-01	15197.22045
1999-08-01	14492.59334
1999-09-01	13666.8127
1999-10-01	14269.9205
1999-11-01	14213.70044
1999-12-01	15007.68754
2000-01-01	14967.79957
2000-02-01	15144.29356
2000-03-01	15482.60986
2000-04-01	15686.11243
2000-05-01	15370.9628
2000-06-01	15401.23912
2000-07-01	15623.91324
2000-08-01	16250.5342
2000-09-01	15530.17086
2000-10-01	15551.857
2000-11-01	14599.85433
2000-12-01	15035.45676
2001-01-01	15987.49364
2001-02-01	14550.49042
2001-03-01	14715.77597
2001-04-01	15411.39546
2001-05-01	15017.01892
2001-06-01	15291.89841
2001-07-01	15169.96376
2001-08-01	13555.3125
2001-09-01	12477.44693
2001-10-01	12949.92016
2001-11-01	14079.47215
2001-12-01	15049.88079
2002-01-01	15264.58605
2002-02-01	14834.07975
2002-03-01	15220.85362
2002-04-01	13863.24567
2002-05-01	13301.71294
2002-06-01	11827.69887
2002-07-01	10919.14469
2002-08-01	10912.64214
2002-09-01	9964.47585
2002-10-01	10839.27373
2002-11-01	11514.42928
2002-12-01	10472.90073
2003-01-01	10319.45492
2003-02-01	10025.84069
2003-03-01	10000.16758
2003-04-01	10920.74617
2003-05-01	11566.1353
2003-06-01	11683.38192
2003-07-01	11982.45816
2003-08-01	11835.00461
2003-09-01	11123.43559
2003-10-01	11583
2003-11-01	11694.59706
2003-12-01	11951.47217
2004-01-01	11995.9707
2004-02-01	12542.93135
2004-03-01	11786.1509
2004-04-01	12246.6555
2004-05-01	12360.42682
2004-06-01	12468.88141
2004-07-01	12343.14247
2004-08-01	12129.8785
2004-09-01	12302.541
2004-10-01	11972.03224
2004-11-01	12130.88118
2004-12-01	12390.38396
2005-01-01	12241.37582
2005-02-01	12609.45375
2005-03-01	12638.23433
2005-04-01	12109.76532
2005-05-01	12951.63218
2005-06-01	13212.29487
2005-07-01	13945.49762
2005-08-01	13563.47719
2005-09-01	13960.11829
2005-10-01	13987.93749
2005-11-01	15014.08535
2005-12-01	14705.87618
2006-01-01	14957.02469
2006-02-01	14847.75182
2006-03-01	15288.78108
2006-04-01	14945.50964
2006-05-01	14348.70014
2006-06-01	14566.56243
2006-07-01	14640.10377
2006-08-01	15331.91048
2006-09-01	15766.44724
2006-10-01	16092.49423
2006-11-01	16256.51044
2006-12-01	16858.44493
2007-01-01	17356.37469
2007-02-01	16732.61937
2007-03-01	16730.43996
2007-04-01	17699.89449
2007-05-01	18666.71
2007-06-01	18526.95935
2007-07-01	17256.16213
2007-08-01	17086.4938
2007-09-01	17519.23555
2007-10-01	17845.06341
2007-11-01	16614.24192
2007-12-01	16324.34672
2008-01-01	14595.69979
2008-02-01	13886.50095
2008-03-01	13177.2043
2008-04-01	14371.15929
2008-05-01	14797.10054
2008-06-01	13581.23795
2008-07-01	13673.54199
2008-08-01	13964.69974
2008-09-01	12303.05926
2008-10-01	9531.945436
2008-11-01	8589.18027
2008-12-01	8180.256138
2009-01-01	7448.073448
2009-02-01	7220.742965
2009-03-01	7870.094497
2009-04-01	8627.480013
2009-05-01	8819.219032
2009-06-01	8857.635568
2009-07-01	9351.37834
2009-08-01	9515.460481
2009-09-01	9489.37359
2009-10-01	9353.539168
2009-11-01	9482.325
2009-12-01	10353.89081
2010-01-01	9689.800061
2010-02-01	9843.678532
2010-03-01	10941.83961
2010-04-01	11148.17709
2010-05-01	9973.359377
2010-06-01	9127.744632
2010-07-01	9532.841163
2010-08-01	8902.064676
2010-09-01	9560.213448
2010-10-01	9678.144811
2010-11-01	9983.466835
2010-12-01	10246.11042
2011-01-01	10563.21212
2011-02-01	10867.96952
2011-03-01	11024.8587
2011-04-01	11123.13773
2011-05-01	10910.71163
2011-06-01	10651.29858
2011-07-01	10052.82133
2011-08-01	9374.39578
2011-09-01	8685.959681
2011-10-01	9505.369732
2011-11-01	9744.220286
2011-12-01	9746.204071
2012-01-01	10027.59528
2012-02-01	11027.37006
2012-03-01	11667.51669
2012-04-01	11238.55429
2012-05-01	10383.76384
2012-06-01	10862.53972
2012-07-01	10755.28842
2012-08-01	11085.29463
2012-09-01	11224.18885
2012-10-01	11263.33313
2012-11-01	11678.17554
2012-12-01	12241.56347
2013-01-01	13625.84426
2013-02-01	13994.05804
2013-03-01	14770.84741
2013-04-01	15626.92327
2013-05-01	16524.28925
2013-06-01	15942.53916
2013-07-01	16536.27916
2013-08-01	16062.24775
2013-09-01	16435.91485
2013-10-01	17316.5462
2013-11-01	18539.83006
2013-12-01	19380.26011
2014-01-01	18309.42102
2014-02-01	19022.07201
2014-03-01	19241.27188
2014-04-01	19313.8274
2014-05-01	19621.18101
2014-06-01	19854.42412
2014-07-01	19857.37489
2014-08-01	20897.52302
2014-09-01	21552.01768
2014-10-01	22023.89306
2014-11-01	24620.74645
2014-12-01	24553.39736
2015-01-01	23425.40189
2015-02-01	25198.56475
2015-03-01	24774.28369
2015-04-01	24800.48645
2015-05-01	26143.35474
2015-06-01	25251.61912
2015-07-01	26116.94532
2015-08-01	23975.19692
2015-09-01	22968.77192
2015-10-01	25082.02582
2015-11-01	25633.39308
2015-12-01	24556.14088
2016-01-01	23506.08116
2016-02-01	22000.03031
2016-03-01	23093.45977
2016-04-01	21943.28027
2016-05-01	23258.87616
2016-06-01	21529.42152
2016-07-01	22218.324
2016-08-01	22361.44502
2016-09-01	21889.34316
2016-10-01	22225.29127
2016-11-01	24786.13887
2016-12-01	26128.42156
2017-01-01	25858.78485
2017-02-01	26660.8108
2017-03-01	26350.07447
