amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
"(0, 100, 200, 300, 300)","(0.5, 0.5, 0.3, 0.3, 0.3)",169.45144408038487,139.36902712465852,-21.534583537456843,639.9754318725481,8.932856374713444,34.53146631502591,60.848557524174765,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.7, 0.5, 0.3, 0.3, 0.3)",169.45144408038487,139.36902712465852,-21.534583537456843,639.9754318725481,8.932856374713444,34.53146631502591,60.848557524174765,3261083.7438423648,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.7)",168.97311050871016,157.09452847259925,-8.382274749636487,541.2562176457525,9.227152300724171,30.838643649395202,53.40826097581206,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 400)","(0.7, 0.7, 0.7, 0.3, 0.3)",168.9567461756234,152.95860251181176,-21.72582242698041,659.1186462751484,9.011610366294644,35.280295826800916,63.46588718128541,2714285.714285714,4.246305418719212
"(100, 100, 100, 300, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",168.9562832338919,151.16320492532438,-15.833810333896315,585.9581468631815,9.09785554715369,33.36122740978381,58.43083222695727,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.7)",168.71453730104918,139.11285203514473,0.04920982328786572,641.8389992530699,9.258487033528246,33.763911285963175,60.223932909379606,2714285.714285714,4.246305418719212
"(100, 100, 100, 300, 400)","(0.7, 0.7, 0.7, 0.5, 0.3)",168.637319156054,155.53149001610538,-18.914945848902654,655.4158647704174,9.075908422526782,34.85269412083453,62.622026160847376,2714285.714285714,4.246305418719212
"(0, 100, 200, 300, 400)","(0.7, 0.7, 0.7, 0.5, 0.5)",168.54907461673514,149.7089621261054,-9.76301414522689,650.4788227641092,9.130961766055592,34.37486502463193,61.2602085702217,2714285.714285714,4.246305418719212
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.7)",168.39997626550795,139.63284299115745,-6.23169043639773,548.5667548472226,9.203392933408216,30.846759142607123,53.47676296257413,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.3)",168.31789213648455,156.68156706971607,-16.104069270824905,651.7130832656864,9.1364907057824,34.471627742462886,61.80471023533065,2714285.714285714,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.5)",168.3096165557346,157.09452847259925,-12.73289777137756,556.8118654000675,9.11626077864598,31.10586665441522,53.66831019296689,3507389.1625615763,4.246305418719212
"(0, 100, 200, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.5)",168.22964759716578,152.041301521459,-6.952137567149141,646.7760412593782,9.186777000115683,34.06016879799962,60.72444687545765,2714285.714285714,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.5)",168.096665209355,157.09452847259925,-10.858980052659051,541.2562176457525,9.158162080163144,30.93353551730164,53.582751053894185,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 300)","(0.5, 0.5, 0.5, 0.3, 0.3)",167.96104230442856,146.38118695717827,-22.359744866507913,609.2916184946537,8.920871401998264,34.07918813073731,60.29395892592304,3261083.7438423648,4.246305418719212
