Date	Close
2021-07-01	39982.39123
2021-08-01	41773.22289
2021-09-01	40068.60949
2021-10-01	43952.8315
2021-11-01	44818.29162
2021-12-01	45777.81596
2022-01-01	41845.86948
2022-02-01	40084.87768
2022-03-01	44237.49469
2022-04-01	40622.88864
2022-05-01	39393.25047
2022-06-01	38283.16619
2022-07-01	42028.73445
2022-08-01	41518.92224
2022-09-01	38600.62899
2022-10-01	41084.34442
2022-11-01	40702.23177
2022-12-01	34911.97096
2023-01-01	38441.72413
2023-02-01	40017.21891
2023-03-01	42748.19822
2023-04-01	43971.38156
2023-05-01	48646.22067
2023-06-01	53484.62715
2023-07-01	54006.02775
2023-08-01	55223.96064
2023-09-01	53514.78815
2023-10-01	52318.57391
2023-11-01	57173.17494
2023-12-01	57750.51215
2024-01-01	61448.4533
2024-02-01	66137.98657
2024-03-01	67196.47177
2024-04-01	66369.35929
2024-05-01	70740.28795
2024-06-01	77079.21914
2024-07-01	71918.25604
2024-08-01	69606.85759
2024-09-01	69688.10113
2024-10-01	74127.75286
2024-11-01	76331.52716
2024-12-01	80260.55135
2025-01-01	80483.32219
2025-02-01	76231.59469
2025-03-01	70158.4057
2025-04-01	67658.90361
2025-05-01	74772.60091
2025-06-01	79721.35694
2025-07-01	84314.18109
2025-08-01	83860.21044
2025-09-01	89211.98088
2025-10-01	96813.86916
2025-11-01	96695.88372
2025-12-01	96086.06658
2026-01-01	96228.16722
2026-02-01	94651.60818
2026-03-01	92257.03035
2026-04-01	106961.268
2026-05-01	106428.0572
