holding_years,rule_id,buy_cell_count,rule_description,signal_count,total_return_avg_pct,total_return_median_pct,total_return_min_pct,total_return_max_pct
3,R017_2110,12,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,936,39.813761936702,42.7108945753368,-34.744505054468036,103.7850258346066
10,R017_2110,12,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,738,130.36525269731388,110.472043324663,-16.14692603124499,311.40820485394255
1,R018_3110,11,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,878,14.259375485982575,16.753863389311174,-48.822822765102735,74.77966345823344
3,R018_3110,11,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,870,39.638722359437246,42.7108945753368,-18.63628331101492,103.7850258346066
10,R018_3110,11,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,697,125.41883613367561,98.06572725681394,-10.22091390048524,311.40820485394255
1,R019_4110,10,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,825,13.824607542051732,16.26173291223154,-48.822822765102735,74.77966345823344
3,R019_4110,10,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,821,38.82426686720844,42.06019731789568,-18.63628331101492,103.7850258346066
10,R019_4110,10,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,666,119.80837347872078,85.47299214448077,-10.22091390048524,311.40820485394255
1,R020_2210,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,823,17.861311929337724,19.139731836070407,-41.474528694445446,74.77966345823344
3,R020_2210,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,809,42.73096740196263,44.360020098861156,-34.744505054468036,103.7850258346066
10,R020_2210,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,650,141.42995329127223,157.12504119317452,-16.14692603124499,311.40820485394255
