initial_ratio,amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
0.6,"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.3)",275.18778266828565,159.89373140530768,-57.614839528256276,862.8201811914207,10.850578816931788,49.844571607914084,77.72408025703089,0.0,4.8076923076923075
0.6,"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.5)",275.18778266828565,159.89373140530768,-57.614839528256276,862.8201811914207,10.850578816931788,49.844571607914084,77.72408025703089,0.0,4.8076923076923075
0.6,"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.3)",275.18778266828565,159.89373140530768,-57.614839528256276,862.8201811914207,10.850578816931788,49.844571607914084,77.72408025703089,0.0,4.8076923076923075
0.6,"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.5)",275.18778266828565,159.89373140530768,-57.614839528256276,862.8201811914207,10.850578816931788,49.844571607914084,77.72408025703089,0.0,4.8076923076923075
0.6,"(200, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.7)",275.18778266828565,159.89373140530768,-57.614839528256276,862.8201811914207,10.850578816931788,49.844571607914084,77.72408025703089,0.0,4.8076923076923075
0.2,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.5)",275.10997095769767,205.546274163244,-49.874858520059625,1051.6581877104247,11.343313541732218,47.7284291753272,70.68299803665921,384615.3846153846,4.8076923076923075
0.4,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.3)",274.98226760606826,172.5331771145203,-54.58147297196637,968.292854222056,11.128542920593166,48.47994629233782,75.02209185067424,0.0,4.8076923076923075
0.4,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.5)",274.98226760606826,172.5331771145203,-54.58147297196637,968.292854222056,11.128542920593166,48.47994629233782,75.02209185067424,0.0,4.8076923076923075
0.2,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.7)",274.66279079640924,206.18684606588008,-48.19803527916024,1029.5508481681582,11.429376632021912,47.33339197844961,69.61677473282592,384615.3846153846,4.8076923076923075
0.4,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.3)",273.600871485969,175.84804394637268,-53.29935301373372,946.1855146797893,11.195623504416007,48.015130048734264,74.20091195873962,0.0,4.8076923076923075
0.4,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.5)",273.600871485969,175.84804394637268,-53.29935301373372,946.1855146797893,11.195623504416007,48.015130048734264,74.20091195873962,0.0,4.8076923076923075
0.4,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.7)",273.600871485969,175.84804394637268,-53.29935301373372,946.1855146797893,11.195623504416007,48.015130048734264,74.20091195873962,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.3, 0.3, 0.3, 0.3, 0.3)",273.44956809521443,141.0671609325517,-56.724100616882644,951.2495393604871,10.619363199567001,50.58607746350068,77.17157098656934,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.3, 0.3, 0.3, 0.3, 0.3)",273.00946520163313,140.05048532771823,-58.217852363987596,951.2495393604871,10.544582777281887,50.80309513230536,79.68195254774325,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.5, 0.3, 0.3, 0.3, 0.3)",271.44191789115297,143.18786795001415,-56.597055958131904,940.1958695893538,10.624502601625643,50.32885138934442,76.92061336323658,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.5, 0.3, 0.3, 0.3, 0.3)",271.0018149975717,141.67111405203588,-58.09080770523687,940.1958695893538,10.55029805036394,50.54764634487518,79.46525013618655,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.3, 0.3, 0.3, 0.3)",269.43426768709156,146.0441267506663,-56.47001129938116,929.1421998182205,10.628399147086187,50.06957258640129,76.66646644967052,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.3, 0.3, 0.3)",269.39796646595823,146.0441267506663,-56.47053610132927,929.1421998182205,10.627099240925505,50.07718388707213,76.66945357266407,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.3, 0.3, 0.3, 0.3)",268.9941647935103,144.52737285268796,-57.96376304648613,929.1421998182205,10.554761282438248,50.29105040253522,79.24601061038624,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.3, 0.3, 0.3)",268.957863572377,144.52737285268802,-57.96428784843424,929.1421998182205,10.553472407251569,50.29854056478897,79.24853032995652,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.3, 0.3)",268.64211436799474,148.90038555131844,-56.375257466473386,918.0885300470871,10.66020540909403,49.860170613916736,76.38930939042477,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.3)",267.9514163079451,150.91114125396246,-55.73419748735705,907.034860275954,10.699506722598175,49.626145249709644,75.98265611573653,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.5)",267.9514163079451,150.91114125396246,-55.73419748735705,907.034860275954,10.699506722598175,49.626145249709644,75.98265611573653,0.0,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.3, 0.3, 0.3, 0.3, 0.3)",267.68234158181167,194.97220936318678,-48.653966434007046,1200.5906193712735,10.555158060967043,48.61720300460546,70.43626708045613,1576923.076923077,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.3, 0.3)",267.44615937645,150.23989045399225,-57.77373057872247,907.034860275954,10.620581498735358,49.855022720449355,78.76720384163622,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.3)",267.44615937645,150.23989045399225,-57.77373057872247,907.034860275954,10.620581498735358,49.855022720449355,78.76720384163622,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",267.44615937645,150.23989045399225,-57.77373057872247,907.034860275954,10.620581498735358,49.855022720449355,78.76720384163622,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.3, 0.3, 0.3)",267.3903162618968,148.9003855513184,-56.34349144257853,918.0885300470873,10.629756004369273,49.81574527307387,76.41210059701399,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.3, 0.3, 0.3)",266.95021336831553,147.3836316533401,-57.837243189683505,918.0885300470873,10.556686507957412,50.039885949636215,79.02674379399454,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.3, 0.3)",266.63446416393333,151.75664435197058,-56.24821280772265,907.034860275954,10.662013140779067,49.5980331886673,76.12807395512696,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.3)",265.94376610388366,153.76740005461454,-55.607152828606324,895.9811905048207,10.700459973411334,49.363315376521896,75.71879945676557,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.5)",265.94376610388366,153.76740005461454,-55.607152828606324,895.9811905048207,10.700459973411334,49.363315376521896,75.71879945676557,0.0,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.5, 0.3, 0.3, 0.3, 0.3)",265.6746913777502,191.66220728891247,-48.526921775256305,1189.5369496001404,10.546721132594335,48.35009519337969,70.04735810135848,1576923.076923077,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.3, 0.3)",265.43850917238854,152.69291519819964,-57.646685919971716,895.9811905048207,10.622087529571177,49.594626372946166,78.53922247396862,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.5, 0.3)",265.43850917238854,152.69291519819964,-57.646685919971716,895.9811905048207,10.622087529571177,49.594626372946166,78.53922247396862,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",265.43850917238854,152.69291519819964,-57.646685919971716,895.9811905048207,10.622087529571177,49.594626372946166,78.53922247396862,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.3, 0.3, 0.3)",265.34636483670204,151.75664435197058,-56.2169715857759,907.034860275954,10.62984978012448,49.559644230117506,76.1545115253859,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.3, 0.3, 0.3)",264.9062619431208,150.23989045399225,-57.71072333288087,907.034860275954,10.55733840453561,49.786517771260606,78.80491984387535,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.3, 0.3)",264.5905127387386,154.61290315262272,-56.12169295092002,895.9811905048207,10.66125111196229,49.34125404871476,75.8665788598347,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.3)",263.8998146786889,155.92460945605671,-55.48063297180368,884.9275207336873,10.698837187737611,49.10587558499479,75.4546902244767,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.5)",263.8998146786889,155.92460945605671,-55.48063297180368,884.9275207336873,10.698837187737611,49.10587558499479,75.4546902244767,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.3, 0.3)",263.83466064077504,156.68886495944065,-56.02641431606412,884.9275207336873,10.691774438047648,49.12278035657013,75.57393131429896,0.0,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.3, 0.3, 0.3, 0.3)",263.66704117368874,189.47960011828087,-48.39987711650557,1178.483279829007,10.536472461147351,48.07831229505788,69.65074419173415,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.3, 0.3, 0.3)",263.6307399525555,189.1984555827243,-48.400401918453674,1178.483279829007,10.535756323233462,48.067100693106696,69.65074419173415,1576923.076923077,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.3, 0.3)",263.3945577471938,154.21027359850382,-57.5201660631691,884.9275207336873,10.62101691482445,49.339976676735624,78.31117429639748,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.5, 0.3)",263.3945577471938,154.21027359850382,-57.5201660631691,884.9275207336873,10.62101691482445,49.339976676735624,78.31117429639748,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.5, 0.5)",263.3945577471938,154.21027359850382,-57.5201660631691,884.9275207336873,10.62101691482445,49.339976676735624,78.31117429639748,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.3)",263.1439625807255,157.72325330187596,-55.3853543369478,873.8738509625541,10.728485349108771,48.88739126285047,75.15867035319427,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.5)",263.1439625807255,157.72325330187596,-55.3853543369478,873.8738509625541,10.728485349108771,48.88739126285047,75.15867035319427,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.3)",262.4532645206759,159.71947910726976,-54.74429435783147,862.8201811914207,10.764248460375569,48.652113292171684,74.74340939208959,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.5)",262.4532645206759,159.71947910726976,-54.74429435783147,862.8201811914207,10.764248460375569,48.652113292171684,74.74340939208959,0.0,4.8076923076923075
0.6,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.7)",262.4532645206759,159.71947910726976,-54.74429435783147,862.8201811914207,10.764248460375569,48.652113292171684,74.74340939208959,0.0,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.3, 0.3)",262.1190357566285,188.6653959778297,-48.20984464874192,1156.3759402867404,10.59338726423158,47.59414912062701,68.89439606331577,1576923.076923077,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.3, 0.3)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.3)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.5)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.3)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.5)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.6,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.7)",261.88285355126686,159.89373140530768,-57.32960879345732,862.8201811914207,10.681163098259074,48.89923009927111,77.80233898224665,0.0,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.3, 0.3, 0.3)",261.62308974849407,187.18073563986022,-48.27335725970292,1167.4296100578736,10.523670915460887,47.79174170413721,69.26542639855387,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.3)",260.73763963652925,188.81180429444754,-46.927724690509244,1134.2686007444738,10.660226704512356,47.097027049719266,68.00557601785229,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.3, 0.3)",260.111385552567,187.15056223069894,-48.082799989991166,1145.322270515607,10.579327833566792,47.321007440655954,68.51680617875205,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",260.0668693945965,189.43831021173162,-44.412489829160165,1101.1075914310738,10.801419204618648,46.49614971238459,66.31494414770816,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.3, 0.3, 0.3)",259.57913832329933,184.26219946262273,-48.14683740290031,1156.3759402867404,10.50898198984552,47.50313967696721,68.89439606331577,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.5, 0.3)",258.7299894324678,186.4073240077681,-46.80068003175851,1123.2149309733404,10.644226493169937,46.82054158907662,67.62012928389372,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.3, 0.3)",258.06743412737234,183.57498935757144,-47.956280133188535,1134.2686007444738,10.56263787470684,47.03124623832966,68.13248124130695,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",258.05921919053503,186.88235625054625,-44.28544517040942,1090.0539216599407,10.783577541365743,46.219455977508986,65.91455283632502,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.5, 0.3)",256.68603800727305,183.62107855145496,-46.67416017495587,1112.1612612022072,10.625567466894994,46.526422231848635,67.2278073548033,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.3, 0.3)",256.55572993144534,183.452664276466,-47.76572286347675,1112.1612612022072,10.612921971437762,46.561445285593585,67.34289232054589,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.5, 0.5, 0.5)",256.01526776534035,184.09611079423308,-44.15892531360678,1079.000251888807,10.763068999801288,45.92591260897533,65.50701976409059,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.3)",255.17433381134606,182.21586785734956,-46.483602905244105,1090.0539216599404,10.672591837981827,46.054191739913406,66.42178875335453,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.5, 0.5)",254.50356356941336,182.43009351976633,-43.968368043895026,1056.8929123465407,10.805943525701888,45.45406836031759,64.66975013277506,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.3)",253.7929376912468,181.02603093770603,-45.20148294701145,1067.9465821176739,10.728848235127597,45.545205695704354,65.50068518616318,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.5)",253.12216744931405,181.33917064681276,-42.686248085662356,1034.7855728042741,10.857754062498609,44.94827886020697,63.74864656558371,1576923.076923077,4.8076923076923075
0.0,"(100, 100, 200, 200, 300)","(0.7, 0.7, 0.7, 0.7, 0.7)",252.45139720738132,181.6523103559195,-40.17101322431328,1001.6245634908742,10.979756049747106,44.35865153564699,62.39248389368098,1576923.076923077,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.3, 0.3, 0.3, 0.3, 0.3)",251.6853546674751,146.91148675318533,-50.37390180293506,945.4305942254699,10.24981489253916,47.236936600380204,71.73904933577991,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.5, 0.3, 0.3, 0.3, 0.3)",249.67770446341362,147.84480196134777,-50.24685714418433,934.3769244543365,10.24984292051302,46.95749225325885,71.45731642078144,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.3, 0.3, 0.3, 0.3)",247.67005425935218,148.77811716951015,-50.1198124854336,923.3232546832031,10.24842308128148,46.67507138012899,71.17204764598097,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.3, 0.3, 0.3)",247.6337530382189,148.1993182171629,-50.1203372873817,923.3232546832031,10.247170253393348,46.678470669847584,71.17552783828287,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.3, 0.3)",246.8779009402554,148.553834472978,-50.02505865252582,912.26958491207,10.27786203683461,46.45638311835882,70.85539896810616,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.3)",246.18720288020575,149.08886437153515,-49.38399867340948,901.2159151409365,10.314253343990229,46.216965743403826,70.45384373365285,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.5)",245.9636127995615,149.40915032285318,-48.545587052959796,890.1622453698034,10.363312057051784,46.01358888397077,69.94464273887705,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.3, 0.3, 0.3)",245.62610283415745,149.1326334253253,-49.99329262863097,912.26958491207,10.244299479285498,46.39323981003966,70.88670624610725,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.3, 0.3)",244.87025073619392,149.48714968114044,-49.89801399377508,901.2159151409365,10.274074651694963,46.170270469410156,70.5622386851017,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.3)",244.17955267614434,150.0221795796976,-49.256954014658746,890.1622453698034,10.309550363399394,45.93094390342066,70.15812774387891,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.5)",243.9559625955001,150.34246553101562,-48.418542394209055,879.10857559867,10.35791272732995,45.72830638408547,69.64568592861885,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.3, 0.3, 0.3)",243.58215140896266,149.48714968114044,-49.86677277182834,901.2159151409365,10.238695309132128,46.107890106570956,70.59779465781885,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.3, 0.3)",242.82629931099922,149.84166593695556,-49.77149413697245,890.1622453698031,10.267545921546915,45.88500334755225,70.2689644970111,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.3)",242.1356012509496,150.37669583551272,-49.13043415785613,879.10857559867,10.302098529164367,45.64488641587948,69.86230516987293,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.3, 0.3)",242.07044721303572,150.1961821927707,-49.67621550211656,879.10857559867,10.295515906596346,45.66236333033327,69.9348186769177,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.5)",241.91201117030533,150.69698178683078,-48.29202253740642,868.0549058275366,10.349760294573942,45.441700907042396,69.34663181749954,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.3)",241.37974915298608,150.73121209132785,-49.03515552300024,868.0549058275366,10.329196609628783,45.424134904768884,69.52487245172993,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.5)",241.1561590723419,151.0514980426459,-48.19674390255053,857.0012360564034,10.376039948716134,45.22196431113995,69.00503107560048,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.3)",240.6890510929365,151.80930764237604,-48.39409554388391,857.0012360564034,10.361946117767868,45.1886516819966,69.11492622654217,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.5)",240.46546101229222,152.5007689989664,-47.55568392343421,845.9475662852702,10.407896060277837,44.987067482029836,68.59508485041273,1192307.6923076923,4.8076923076923075
0.4,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.7)",240.241870931648,153.19223035555677,-46.71727230298451,834.8938965141368,10.452883194337412,44.787765014272864,68.07524347428328,1192307.6923076923,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.3, 0.3, 0.3, 0.3, 0.3)",206.20064817897912,127.5746863272715,-39.421175427814646,806.2126913825331,9.208901129866696,40.57035769241257,62.34325458674614,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.5, 0.3, 0.3, 0.3, 0.3)",204.1929979749177,128.44709255048784,-39.294130769063905,795.1590216113997,9.201976606825765,40.27658559962349,61.968319258638395,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.3, 0.3, 0.3, 0.3)",202.18534777085625,129.32603683839238,-39.167086110313164,784.1053518402665,9.193187255656785,39.98405548338152,61.588196495679504,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.3, 0.3, 0.3)",202.14904654972295,128.74723788604507,-39.167610912261274,784.1053518402665,9.19173723863807,39.970249233048676,61.59305257621399,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.3, 0.3)",201.39319445175943,129.10175414186017,-39.07233227740539,773.0516820691331,9.21902026286695,39.743733427673675,61.15615749606971,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.3)",200.70249639170984,129.63678404041735,-38.43127229828905,761.9980122979998,9.251333637383322,39.50264659903639,60.71312861412029,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.5)",200.47890631106554,129.9570699917354,-37.59286067783937,750.9443425268665,9.29734018612041,39.31435785198582,60.15133604351624,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.3, 0.3, 0.3)",200.1413963456615,129.68055309420748,-39.04056625351052,773.0516820691331,9.181069960052696,39.678136354795086,61.207709083159514,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.3, 0.3)",199.38554424769805,130.03506935002264,-38.945287618654646,761.9980122979998,9.207252548183869,39.4512457551515,60.76435455807169,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.3)",198.69484618764838,130.57009924857977,-38.304227639538325,750.9443425268665,9.238475930757058,39.21020477162123,60.3182127408216,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.5)",198.4712561070041,130.89038519989782,-37.465816019088614,739.8906727557334,9.283714496261728,39.026999224228135,59.75247274377209,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.3, 0.3, 0.3)",198.09744492046673,130.03506935002264,-38.91404639670789,761.9980122979998,9.167030269610688,39.36753456300855,60.82196679710711,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.3, 0.3)",197.34159282250326,130.38958560583774,-38.818767761852015,750.9443425268665,9.192102060377154,39.14038954192286,60.3721068362701,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.3)",196.65089476245367,130.92461550439492,-38.17770778273568,739.8906727557334,9.222225591321868,38.90212122201987,59.92285692043436,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.3, 0.3)",196.58574072453982,130.7441018616529,-38.72348912699613,739.8906727557332,9.216197988572906,38.917315480523925,59.91420628584731,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.5)",196.4273046818094,131.24490145571292,-37.339296162286,728.8370029846,9.266694788580002,38.722487705733684,59.35317563024288,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.3)",195.89504266449015,131.27913176021002,-38.08242914787981,728.8370029845998,9.245364553574515,38.681907370885,59.460941527050224,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.5)",195.67145258384593,131.59941771152808,-37.24401752743012,717.7833332134668,9.28897945534521,38.50627470153393,58.886169126460075,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.3)",195.20434460444054,131.81416165876726,-37.44136916876347,717.7833332134668,9.273529793521986,38.449905334028514,59.00767676825316,3192307.6923076925,4.8076923076923075
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.5)",194.9807545237963,132.1344476100853,-36.602957548313775,706.7296634423334,9.316233237782225,38.27594931946653,58.432904367663006,3192307.6923076925,4.8076923076923075
