strategy,vix_threshold,buy_ratios,buy_target_ratio,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,median_cagr_pct,min_cagr_pct,max_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_buy_count,window_count,initial_ratio
VIX,35.0,"(0.3, 0.5, 0.5, 0.7, 0.7)","(0.7, 0.3)",300.7938138584474,234.78529582197734,-43.496629096859095,1051.7410411903252,12.234404940074912,12.84352326866529,-5.5488096127704445,27.683707398790514,46.21372787899817,68.40817343547904,0.0,6.0,209,0.4
VIX,35.0,"(0.3, 0.3, 0.3, 0.3, 0.3)","(0.7, 0.3)",298.9798147313068,246.75693532618897,-44.669645104583196,1045.4494477029705,12.228784951721858,13.240692253992847,-5.746747549236231,27.613785812860602,45.45306264133746,69.03763064969823,0.0,10.0,209,0.4
VIX,35.0,"(0.7, 0.5, 0.3, 0.3, 0.3)","(0.5, 0.5)",319.7494604869041,229.305280561756,-48.496680820993156,1122.9180965743785,12.226869106462575,12.657437737396116,-6.419896358382005,28.451664754921467,48.461712710091646,72.98858525435357,0.0,8.0,209,0.4
VIX,35.0,"(0.7, 0.5, 0.5, 0.3, 0.3)","(0.5, 0.5)",319.96140002963443,227.46173631429056,-48.675095769383425,1121.671970193302,12.214462079200755,12.5942094619951,-6.452364505726649,28.438569809878,48.57801534223359,73.07581089308755,0.0,8.0,209,0.4
VIX,35.0,"(0.5, 0.5, 0.3, 0.3, 0.3)","(0.5, 0.5)",316.7410104083615,231.91620105457082,-48.49753068532219,1122.8403009657075,12.190263260265887,12.746441899078476,-6.420050777522013,28.450847589687832,48.30302825723459,72.99165115446505,0.0,9.0,209,0.4
VIX,35.0,"(0.5, 0.5, 0.5, 0.5, 0.5)","(0.5, 0.5)",316.83082046390126,226.47575460782843,-48.32911650107151,1127.6759157767349,12.16429091743408,12.560261514502136,-6.389494868917578,28.50155218891681,48.60477311225774,72.90490796665105,0.0,6.0,209,0.4
VIX,35.0,"(0.7, 0.7, 0.7, 0.7, 0.7)","(0.3, 0.7)",341.5091475051925,218.73424452534414,-53.585165362494955,1301.6102608846006,12.151991511591337,12.290463021574505,-7.388337429783743,30.21551317527862,51.23240110430262,77.09844390120882,0.0,5.0,209,0.4
VIX,35.0,"(0.3, 0.3, 0.5, 0.5, 0.7)","(0.7, 0.3)",296.6750340444272,234.54853469509783,-43.48900338000525,1055.219955827306,12.150762840533359,12.835540401342937,-5.547534973251079,27.72222283520285,46.14332533017497,68.40512220396691,0.0,6.0,209,0.4
BuyHold,,,"(0.5, 0.5)",376.9514884126302,163.2957819635937,-72.25821016866848,1637.7051984854797,12.146481676160713,10.165190599029007,-12.03428284072725,33.044709637622695,54.198519951510725,85.30689968444811,0.0,1.0,209,
VIX,35.0,"(0.3, 0.5, 0.7, 0.7, 0.7)","(0.5, 0.5)",314.92603021979664,226.58106209060628,-47.9679010367956,1125.450542826991,12.140939031105157,12.563891712899288,-6.324259561893408,28.47824005873305,48.61506833774008,72.72611823022596,0.0,6.0,209,0.4
VIX,35.0,"(0.3, 0.5, 0.5, 0.7, 0.7)","(0.5, 0.5)",314.318092472028,227.34325233450727,-47.91452765023874,1129.0289733791724,12.13696729777472,12.590134853821633,-6.314654942439679,28.51570770241785,48.54794157787323,72.70017011043008,0.0,6.0,209,0.4
